,label,email,length,body_text_clean,body_text_tokenized,body_text_nonstop,body_text_stemmed,body_text_lemmatized,body_text_length,body_text_clean_length,num_characters,num_words,num_sentences
2282,ham,Whom you waited for yesterday,29,Whom you waited for yesterday,"['Whom', 'you', 'waited', 'for', 'yesterday']","['Whom', 'waited', 'yesterday']","['whom', 'wait', 'yesterday']","['whom', 'wait', 'yesterday']",29,29,29,5,1
2283,ham,I reach home safe n sound liao...,33,I reach home safe n sound liao,"['I', 'reach', 'home', 'safe', 'n', 'sound', 'liao']","['I', 'reach', 'home', 'safe', 'n', 'sound', 'liao']","['i', 'reach', 'home', 'safe', 'n', 'sound', 'liao']","['i', 'reach', 'home', 'safe', 'n', 'sound', 'liao']",33,30,33,8,1
2284,ham,"Velly good, yes please!",23,Velly good yes please,"['Velly', 'good', 'yes', 'please']","['Velly', 'good', 'yes', 'please']","['velli', 'good', 'ye', 'pleas']","['velli', 'good', 'ye', 'plea']",23,21,23,6,1
2285,ham,"Hi, wkend ok but journey terrible. Wk not good as have huge back log of marking to do",85,Hi wkend ok but journey terrible Wk not good as have huge back log of marking to do,"['Hi', 'wkend', 'ok', 'but', 'journey', 'terrible', 'Wk', 'not', 'good', 'as', 'have', 'huge', 'back', 'log', 'of', 'marking', 'to', 'do']","['Hi', 'wkend', 'ok', 'journey', 'terrible', 'Wk', 'good', 'huge', 'back', 'log', 'marking']","['hi', 'wkend', 'ok', 'journey', 'terribl', 'wk', 'good', 'huge', 'back', 'log', 'mark']","['hi', 'wkend', 'ok', 'journey', 'terribl', 'wk', 'good', 'huge', 'back', 'log', 'mark']",85,83,85,20,2
2286,ham,I have had two more letters from . I will copy them for you cos one has a message for you. Speak soon,101,I have had two more letters from  I will copy them for you cos one has a message for you Speak soon,"['I', 'have', 'had', 'two', 'more', 'letters', 'from', 'I', 'will', 'copy', 'them', 'for', 'you', 'cos', 'one', 'has', 'a', 'message', 'for', 'you', 'Speak', 'soon']","['I', 'two', 'letters', 'I', 'copy', 'cos', 'one', 'message', 'Speak', 'soon']","['i', 'two', 'letter', 'i', 'copi', 'co', 'one', 'messag', 'speak', 'soon']","['i', 'two', 'letter', 'i', 'copi', 'co', 'one', 'messag', 'speak', 'soon']",101,99,101,24,3
2287,ham,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,110,Alex knows a guy who sells mids but hes down in south tampa and I dont think I could set it up before like 8,"['Alex', 'knows', 'a', 'guy', 'who', 'sells', 'mids', 'but', 'hes', 'down', 'in', 'south', 'tampa', 'and', 'I', 'dont', 'think', 'I', 'could', 'set', 'it', 'up', 'before', 'like', '8']","['Alex', 'knows', 'guy', 'sells', 'mids', 'hes', 'south', 'tampa', 'I', 'dont', 'think', 'I', 'could', 'set', 'like', '8']","['alex', 'know', 'guy', 'sell', 'mid', 'he', 'south', 'tampa', 'i', 'dont', 'think', 'i', 'could', 'set', 'like', '8']","['alex', 'know', 'guy', 'sell', 'mid', 'he', 'south', 'tampa', 'i', 'dont', 'think', 'i', 'could', 'set', 'like', '8']",110,108,110,27,1
2288,ham,Dont you have message offer,27,Dont you have message offer,"['Dont', 'you', 'have', 'message', 'offer']","['Dont', 'message', 'offer']","['dont', 'messag', 'offer']","['dont', 'messag', 'offer']",27,27,27,5,1
2289,spam,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTx,159,Had your mobile 11mths  Update for FREE to Oranges latest colour camera mobiles  unlimited weekend calls Call Mobile Upd8 on freefone 08000839402 or 2StopTx,"['Had', 'your', 'mobile', '11mths', 'Update', 'for', 'FREE', 'to', 'Oranges', 'latest', 'colour', 'camera', 'mobiles', 'unlimited', 'weekend', 'calls', 'Call', 'Mobile', 'Upd8', 'on', 'freefone', '08000839402', 'or', '2StopTx']","['Had', 'mobile', '11mths', 'Update', 'FREE', 'Oranges', 'latest', 'colour', 'camera', 'mobiles', 'unlimited', 'weekend', 'calls', 'Call', 'Mobile', 'Upd8', 'freefone', '08000839402', '2StopTx']","['had', 'mobil', '11mth', 'updat', 'free', 'orang', 'latest', 'colour', 'camera', 'mobil', 'unlimit', 'weekend', 'call', 'call', 'mobil', 'upd8', 'freefon', '08000839402', '2stoptx']","['had', 'mobil', '11mth', 'updat', 'free', 'orang', 'latest', 'colour', 'camera', 'mobil', 'unlimit', 'weekend', 'call', 'call', 'mobil', 'upd8', 'freefon', '08000839402', '2stoptx']",159,156,159,27,3
2290,ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X.",58,HEY THERE BABE HOW U DOIN WOT U UP 2 2NITE LOVE ANNIE X,"['HEY', 'THERE', 'BABE', 'HOW', 'U', 'DOIN', 'WOT', 'U', 'UP', '2', '2NITE', 'LOVE', 'ANNIE', 'X']","['HEY', 'THERE', 'BABE', 'HOW', 'U', 'DOIN', 'WOT', 'U', 'UP', '2', '2NITE', 'LOVE', 'ANNIE', 'X']","['hey', 'there', 'babe', 'how', 'u', 'doin', 'wot', 'u', 'up', '2', '2nite', 'love', 'anni', 'x']","['hey', 'there', 'babe', 'how', 'u', 'doin', 'wot', 'u', 'up', '2', '2nite', 'love', 'anni', 'x']",58,55,58,17,2
2291,ham,Remind me how to get there and I shall do so,44,Remind me how to get there and I shall do so,"['Remind', 'me', 'how', 'to', 'get', 'there', 'and', 'I', 'shall', 'do', 'so']","['Remind', 'get', 'I', 'shall']","['remind', 'get', 'i', 'shall']","['remind', 'get', 'i', 'shall']",44,44,44,11,1
2292,ham,:-( that's not v romantic!,26, thats not v romantic,"['', 'thats', 'not', 'v', 'romantic']","['', 'thats', 'v', 'romantic']","['', 'that', 'v', 'romant']","['', 'that', 'v', 'romant']",26,21,26,9,1
2293,ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.,91,Hello Damn this christmas thing I think i have decided to keep this mp3 that doesnt work,"['Hello', 'Damn', 'this', 'christmas', 'thing', 'I', 'think', 'i', 'have', 'decided', 'to', 'keep', 'this', 'mp3', 'that', 'doesnt', 'work']","['Hello', 'Damn', 'christmas', 'thing', 'I', 'think', 'decided', 'keep', 'mp3', 'doesnt', 'work']","['hello', 'damn', 'christma', 'thing', 'i', 'think', 'decid', 'keep', 'mp3', 'doesnt', 'work']","['hello', 'damn', 'christma', 'thing', 'i', 'think', 'decid', 'keep', 'mp3', 'doesnt', 'work']",91,88,91,20,3
2294,spam,You have 1 new message. Please call 08718738034.,48,You have 1 new message Please call 08718738034,"['You', 'have', '1', 'new', 'message', 'Please', 'call', '08718738034']","['You', '1', 'new', 'message', 'Please', 'call', '08718738034']","['you', '1', 'new', 'messag', 'pleas', 'call', '08718738034']","['you', '1', 'new', 'messag', 'plea', 'call', '08718738034']",48,46,48,10,2
2295,ham,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME. WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME. JESS XX,125,HI DARLIN IM MISSIN U HOPE YOU ARE HAVING A GOOD TIME WHEN ARE U BACK AND WHAT TIME IF U CAN GIVE ME A CALL AT HOME JESS XX,"['HI', 'DARLIN', 'IM', 'MISSIN', 'U', 'HOPE', 'YOU', 'ARE', 'HAVING', 'A', 'GOOD', 'TIME', 'WHEN', 'ARE', 'U', 'BACK', 'AND', 'WHAT', 'TIME', 'IF', 'U', 'CAN', 'GIVE', 'ME', 'A', 'CALL', 'AT', 'HOME', 'JESS', 'XX']","['HI', 'DARLIN', 'IM', 'MISSIN', 'U', 'HOPE', 'YOU', 'ARE', 'HAVING', 'A', 'GOOD', 'TIME', 'WHEN', 'ARE', 'U', 'BACK', 'AND', 'WHAT', 'TIME', 'IF', 'U', 'CAN', 'GIVE', 'ME', 'A', 'CALL', 'AT', 'HOME', 'JESS', 'XX']","['hi', 'darlin', 'im', 'missin', 'u', 'hope', 'you', 'are', 'have', 'a', 'good', 'time', 'when', 'are', 'u', 'back', 'and', 'what', 'time', 'if', 'u', 'can', 'give', 'me', 'a', 'call', 'at', 'home', 'jess', 'xx']","['hi', 'darlin', 'im', 'missin', 'u', 'hope', 'you', 'are', 'have', 'a', 'good', 'time', 'when', 'are', 'u', 'back', 'and', 'what', 'time', 'if', 'u', 'can', 'give', 'me', 'a', 'call', 'at', 'home', 'jess', 'xx']",125,123,125,32,3
2296,spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,183,Forwarded from 21870000Hi  this is your Mailbox Messaging SMS alert You have 4 messages You have 21 matches Please call back on 09056242159 to retrieve your messages and matches,"['Forwarded', 'from', '21870000Hi', 'this', 'is', 'your', 'Mailbox', 'Messaging', 'SMS', 'alert', 'You', 'have', '4', 'messages', 'You', 'have', '21', 'matches', 'Please', 'call', 'back', 'on', '09056242159', 'to', 'retrieve', 'your', 'messages', 'and', 'matches']","['Forwarded', '21870000Hi', 'Mailbox', 'Messaging', 'SMS', 'alert', 'You', '4', 'messages', 'You', '21', 'matches', 'Please', 'call', 'back', '09056242159', 'retrieve', 'messages', 'matches']","['forward', '21870000hi', 'mailbox', 'messag', 'sm', 'alert', 'you', '4', 'messag', 'you', '21', 'match', 'pleas', 'call', 'back', '09056242159', 'retriev', 'messag', 'match']","['forward', '21870000hi', 'mailbox', 'messag', 'sm', 'alert', 'you', '4', 'messag', 'you', '21', 'match', 'plea', 'call', 'back', '09056242159', 'retriev', 'messag', 'match']",183,177,183,36,4
2297,ham,Draw va?i dont think so:),25,Draw vai dont think so,"['Draw', 'vai', 'dont', 'think', 'so']","['Draw', 'vai', 'dont', 'think']","['draw', 'vai', 'dont', 'think']","['draw', 'vai', 'dont', 'think']",25,22,25,9,1
2298,ham,Dont pick up d call when something important is There to tell. Hrishi,69,Dont pick up d call when something important is There to tell Hrishi,"['Dont', 'pick', 'up', 'd', 'call', 'when', 'something', 'important', 'is', 'There', 'to', 'tell', 'Hrishi']","['Dont', 'pick', 'call', 'something', 'important', 'There', 'tell', 'Hrishi']","['dont', 'pick', 'call', 'someth', 'import', 'there', 'tell', 'hrishi']","['dont', 'pick', 'call', 'someth', 'import', 'there', 'tell', 'hrishi']",69,68,69,14,2
2299,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!",160,Congrats 1 year special cinema pass for 2 is yours call 09061209465 now C Suprman V Matrix3 StarWars3 etc all 4 FREE bx420ip45we 150pm Dont miss out,"['Congrats', '1', 'year', 'special', 'cinema', 'pass', 'for', '2', 'is', 'yours', 'call', '09061209465', 'now', 'C', 'Suprman', 'V', 'Matrix3', 'StarWars3', 'etc', 'all', '4', 'FREE', 'bx420ip45we', '150pm', 'Dont', 'miss', 'out']","['Congrats', '1', 'year', 'special', 'cinema', 'pass', '2', 'call', '09061209465', 'C', 'Suprman', 'V', 'Matrix3', 'StarWars3', 'etc', '4', 'FREE', 'bx420ip45we', '150pm', 'Dont', 'miss']","['congrat', '1', 'year', 'special', 'cinema', 'pass', '2', 'call', '09061209465', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', '4', 'free', 'bx420ip45w', '150pm', 'dont', 'miss']","['congrat', '1', 'year', 'special', 'cinema', 'pas', '2', 'call', '09061209465', 'c', 'suprman', 'v', 'matrix3', 'starwars3', 'etc', '4', 'free', 'bx420ip45w', '150pm', 'dont', 'miss']",160,148,160,37,7
2300,ham,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?,72,Nothin comes to my mind ÌÏ help me buy hanger lor Ur laptop not heavy,"['Nothin', 'comes', 'to', 'my', 'mind', 'ÌÏ', 'help', 'me', 'buy', 'hanger', 'lor', 'Ur', 'laptop', 'not', 'heavy']","['Nothin', 'comes', 'mind', 'ÌÏ', 'help', 'buy', 'hanger', 'lor', 'Ur', 'laptop', 'heavy']","['nothin', 'come', 'mind', 'ìï', 'help', 'buy', 'hanger', 'lor', 'ur', 'laptop', 'heavi']","['nothin', 'come', 'mind', 'ìï', 'help', 'buy', 'hanger', 'lor', 'ur', 'laptop', 'heavi']",72,69,72,18,3
2301,ham,"&lt;#&gt; , that's all? Guess that's easy enough",48,ltgt  thats all Guess thats easy enough,"['ltgt', 'thats', 'all', 'Guess', 'thats', 'easy', 'enough']","['ltgt', 'thats', 'Guess', 'thats', 'easy', 'enough']","['ltgt', 'that', 'guess', 'that', 'easi', 'enough']","['ltgt', 'that', 'guess', 'that', 'easi', 'enough']",48,39,48,17,2
2302,ham,We can make a baby in yo tho,28,We can make a baby in yo tho,"['We', 'can', 'make', 'a', 'baby', 'in', 'yo', 'tho']","['We', 'make', 'baby', 'yo', 'tho']","['we', 'make', 'babi', 'yo', 'tho']","['we', 'make', 'babi', 'yo', 'tho']",28,28,28,8,1
2303,ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?,66,Should I tell my friend not to come round til like  ltgt ish,"['Should', 'I', 'tell', 'my', 'friend', 'not', 'to', 'come', 'round', 'til', 'like', 'ltgt', 'ish']","['Should', 'I', 'tell', 'friend', 'come', 'round', 'til', 'like', 'ltgt', 'ish']","['should', 'i', 'tell', 'friend', 'come', 'round', 'til', 'like', 'ltgt', 'ish']","['should', 'i', 'tell', 'friend', 'come', 'round', 'til', 'like', 'ltgt', 'ish']",66,60,66,20,1
2304,ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,127,Friendship poem Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear Gud ni8,"['Friendship', 'poem', 'Dear', 'O', 'Dear', 'U', 'R', 'Not', 'Near', 'But', 'I', 'Can', 'Hear', 'Dont', 'Get', 'Fear', 'Live', 'With', 'Cheer', 'No', 'More', 'Tear', 'U', 'R', 'Always', 'my', 'Dear', 'Gud', 'ni8']","['Friendship', 'poem', 'Dear', 'O', 'Dear', 'U', 'R', 'Not', 'Near', 'But', 'I', 'Can', 'Hear', 'Dont', 'Get', 'Fear', 'Live', 'With', 'Cheer', 'No', 'More', 'Tear', 'U', 'R', 'Always', 'Dear', 'Gud', 'ni8']","['friendship', 'poem', 'dear', 'o', 'dear', 'u', 'r', 'not', 'near', 'but', 'i', 'can', 'hear', 'dont', 'get', 'fear', 'live', 'with', 'cheer', 'no', 'more', 'tear', 'u', 'r', 'alway', 'dear', 'gud', 'ni8']","['friendship', 'poem', 'dear', 'o', 'dear', 'u', 'r', 'not', 'near', 'but', 'i', 'can', 'hear', 'dont', 'get', 'fear', 'live', 'with', 'cheer', 'no', 'more', 'tear', 'u', 'r', 'alway', 'dear', 'gud', 'ni8']",127,125,127,31,2
2305,ham,Still in the area of the restaurant. Ill try to come back soon,62,Still in the area of the restaurant Ill try to come back soon,"['Still', 'in', 'the', 'area', 'of', 'the', 'restaurant', 'Ill', 'try', 'to', 'come', 'back', 'soon']","['Still', 'area', 'restaurant', 'Ill', 'try', 'come', 'back', 'soon']","['still', 'area', 'restaur', 'ill', 'tri', 'come', 'back', 'soon']","['still', 'area', 'restaur', 'ill', 'tri', 'come', 'back', 'soon']",62,61,62,14,2
2306,ham,"Aight that'll work, thanks",26,Aight thatll work thanks,"['Aight', 'thatll', 'work', 'thanks']","['Aight', 'thatll', 'work', 'thanks']","['aight', 'thatll', 'work', 'thank']","['aight', 'thatll', 'work', 'thank']",26,24,26,6,1
2307,spam,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,147,WIN a year supply of CDs 4 a store of ur choice worth å£500  enter our å£100 Weekly draw txt MUSIC to 87066 TsCs wwwLdewcomsubs161win150ppmx3,"['WIN', 'a', 'year', 'supply', 'of', 'CDs', '4', 'a', 'store', 'of', 'ur', 'choice', 'worth', 'å', '500', 'enter', 'our', 'å', '100', 'Weekly', 'draw', 'txt', 'MUSIC', 'to', '87066', 'TsCs', 'wwwLdewcomsubs161win150ppmx3']","['WIN', 'year', 'supply', 'CDs', '4', 'store', 'ur', 'choice', 'worth', 'å', '500', 'enter', 'å', '100', 'Weekly', 'draw', 'txt', 'MUSIC', '87066', 'TsCs', 'wwwLdewcomsubs161win150ppmx3']","['win', 'year', 'suppli', 'cd', '4', 'store', 'ur', 'choic', 'worth', 'å', '500', 'enter', 'å', '100', 'weekli', 'draw', 'txt', 'music', '87066', 'tsc', 'wwwldewcomsubs161win150ppmx3']","['win', 'year', 'suppli', 'cd', '4', 'store', 'ur', 'choic', 'worth', 'å', '500', 'enter', 'å', '100', 'weekli', 'draw', 'txt', 'music', '87066', 'tsc', 'wwwldewcomsubs161win150ppmx3']",147,141,147,28,1
2308,spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow,162,Moby Pub QuizWin a å£100 High Street prize if u know who the new Duchess of Cornwall will be Txt her first name to 82277unsub STOP å£150 008704050406 SP Arrow,"['Moby', 'Pub', 'QuizWin', 'a', 'å', '100', 'High', 'Street', 'prize', 'if', 'u', 'know', 'who', 'the', 'new', 'Duchess', 'of', 'Cornwall', 'will', 'be', 'Txt', 'her', 'first', 'name', 'to', '82277unsub', 'STOP', 'å', '150', '008704050406', 'SP', 'Arrow']","['Moby', 'Pub', 'QuizWin', 'å', '100', 'High', 'Street', 'prize', 'u', 'know', 'new', 'Duchess', 'Cornwall', 'Txt', 'first', 'name', '82277unsub', 'STOP', 'å', '150', '008704050406', 'SP', 'Arrow']","['mobi', 'pub', 'quizwin', 'å', '100', 'high', 'street', 'prize', 'u', 'know', 'new', 'duchess', 'cornwal', 'txt', 'first', 'name', '82277unsub', 'stop', 'å', '150', '008704050406', 'sp', 'arrow']","['mobi', 'pub', 'quizwin', 'å', '100', 'high', 'street', 'prize', 'u', 'know', 'new', 'duchess', 'cornwal', 'txt', 'first', 'name', '82277unsub', 'stop', 'å', '150', '008704050406', 'sp', 'arrow']",162,158,162,31,2
2309,ham,"I have 2 sleeping bags, 1 blanket and paper and  phone details. Anything else?",78,I have 2 sleeping bags 1 blanket and paper and  phone details Anything else,"['I', 'have', '2', 'sleeping', 'bags', '1', 'blanket', 'and', 'paper', 'and', 'phone', 'details', 'Anything', 'else']","['I', '2', 'sleeping', 'bags', '1', 'blanket', 'paper', 'phone', 'details', 'Anything', 'else']","['i', '2', 'sleep', 'bag', '1', 'blanket', 'paper', 'phone', 'detail', 'anyth', 'els']","['i', '2', 'sleep', 'bag', '1', 'blanket', 'paper', 'phone', 'detail', 'anyth', 'el']",78,75,78,17,2
2310,spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,151,You have won a Nokia 7250i This is what you get when you win our FREE auction To take part send Nokia to 86021 now HGSuite3422Lands RowW1JHL 16 ,"['You', 'have', 'won', 'a', 'Nokia', '7250i', 'This', 'is', 'what', 'you', 'get', 'when', 'you', 'win', 'our', 'FREE', 'auction', 'To', 'take', 'part', 'send', 'Nokia', 'to', '86021', 'now', 'HGSuite3422Lands', 'RowW1JHL', '16', '']","['You', 'Nokia', '7250i', 'This', 'get', 'win', 'FREE', 'auction', 'To', 'take', 'part', 'send', 'Nokia', '86021', 'HGSuite3422Lands', 'RowW1JHL', '16', '']","['you', 'nokia', '7250i', 'thi', 'get', 'win', 'free', 'auction', 'to', 'take', 'part', 'send', 'nokia', '86021', 'hgsuite3422land', 'roww1jhl', '16', '']","['you', 'nokia', '7250i', 'thi', 'get', 'win', 'free', 'auction', 'to', 'take', 'part', 'send', 'nokia', '86021', 'hgsuite3422land', 'roww1jhl', '16', '']",151,144,151,31,4
2311,spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate.",158,Congratulations Thanks to a good friend U have WON the å£2000 Xmas prize 2 claim is easy just call 08718726971 NOW Only 10p per minute BTnationalrate,"['Congratulations', 'Thanks', 'to', 'a', 'good', 'friend', 'U', 'have', 'WON', 'the', 'å', '2000', 'Xmas', 'prize', '2', 'claim', 'is', 'easy', 'just', 'call', '08718726971', 'NOW', 'Only', '10p', 'per', 'minute', 'BTnationalrate']","['Congratulations', 'Thanks', 'good', 'friend', 'U', 'WON', 'å', '2000', 'Xmas', 'prize', '2', 'claim', 'easy', 'call', '08718726971', 'NOW', 'Only', '10p', 'per', 'minute', 'BTnationalrate']","['congratul', 'thank', 'good', 'friend', 'u', 'won', 'å', '2000', 'xma', 'prize', '2', 'claim', 'easi', 'call', '08718726971', 'now', 'onli', '10p', 'per', 'minut', 'btnationalr']","['congratul', 'thank', 'good', 'friend', 'u', 'won', 'å', '2000', 'xma', 'prize', '2', 'claim', 'easi', 'call', '08718726971', 'now', 'onli', '10p', 'per', 'minut', 'btnationalr']",158,149,158,32,5
2312,spam,"tddnewsletter@emc1.co.uk (More games from TheDailyDraw) Dear Helen, Dozens of Free Games - with great prizesWith..",114,tddnewsletteremc1couk More games from TheDailyDraw Dear Helen Dozens of Free Games  with great prizesWith,"['tddnewsletteremc1couk', 'More', 'games', 'from', 'TheDailyDraw', 'Dear', 'Helen', 'Dozens', 'of', 'Free', 'Games', 'with', 'great', 'prizesWith']","['tddnewsletteremc1couk', 'More', 'games', 'TheDailyDraw', 'Dear', 'Helen', 'Dozens', 'Free', 'Games', 'great', 'prizesWith']","['tddnewsletteremc1couk', 'more', 'game', 'thedailydraw', 'dear', 'helen', 'dozen', 'free', 'game', 'great', 'prizeswith']","['tddnewsletteremc1couk', 'more', 'game', 'thedailydraw', 'dear', 'helen', 'dozen', 'free', 'game', 'great', 'prizeswith']",114,105,114,21,1
2313,ham,So what do you guys do.,23,So what do you guys do,"['So', 'what', 'do', 'you', 'guys', 'do']","['So', 'guys']","['so', 'guy']","['so', 'guy']",23,22,23,7,1
2314,ham,Also that chat was awesome but don't make it regular unless you can see her in person,85,Also that chat was awesome but dont make it regular unless you can see her in person,"['Also', 'that', 'chat', 'was', 'awesome', 'but', 'dont', 'make', 'it', 'regular', 'unless', 'you', 'can', 'see', 'her', 'in', 'person']","['Also', 'chat', 'awesome', 'dont', 'make', 'regular', 'unless', 'see', 'person']","['also', 'chat', 'awesom', 'dont', 'make', 'regular', 'unless', 'see', 'person']","['also', 'chat', 'awesom', 'dont', 'make', 'regular', 'unless', 'see', 'person']",85,84,85,18,1
2315,ham,That's significant but dont worry.,34,Thats significant but dont worry,"['Thats', 'significant', 'but', 'dont', 'worry']","['Thats', 'significant', 'dont', 'worry']","['that', 'signific', 'dont', 'worri']","['that', 'signific', 'dont', 'worri']",34,32,34,7,1
2316,ham,That's cause your old. I live to be high.,41,Thats cause your old I live to be high,"['Thats', 'cause', 'your', 'old', 'I', 'live', 'to', 'be', 'high']","['Thats', 'cause', 'old', 'I', 'live', 'high']","['that', 'caus', 'old', 'i', 'live', 'high']","['that', 'caus', 'old', 'i', 'live', 'high']",41,38,41,12,2
2317,ham,"Waqt se pehle or naseeb se zyada kisi ko kuch nahi milta,Zindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai..........",134,Waqt se pehle or naseeb se zyada kisi ko kuch nahi miltaZindgi wo nahi he jo hum sochte hai Zindgi wo hai jo ham jeetey hai,"['Waqt', 'se', 'pehle', 'or', 'naseeb', 'se', 'zyada', 'kisi', 'ko', 'kuch', 'nahi', 'miltaZindgi', 'wo', 'nahi', 'he', 'jo', 'hum', 'sochte', 'hai', 'Zindgi', 'wo', 'hai', 'jo', 'ham', 'jeetey', 'hai']","['Waqt', 'se', 'pehle', 'naseeb', 'se', 'zyada', 'kisi', 'ko', 'kuch', 'nahi', 'miltaZindgi', 'wo', 'nahi', 'jo', 'hum', 'sochte', 'hai', 'Zindgi', 'wo', 'hai', 'jo', 'ham', 'jeetey', 'hai']","['waqt', 'se', 'pehl', 'naseeb', 'se', 'zyada', 'kisi', 'ko', 'kuch', 'nahi', 'miltazindgi', 'wo', 'nahi', 'jo', 'hum', 'socht', 'hai', 'zindgi', 'wo', 'hai', 'jo', 'ham', 'jeetey', 'hai']","['waqt', 'se', 'pehl', 'naseeb', 'se', 'zyada', 'kisi', 'ko', 'kuch', 'nahi', 'miltazindgi', 'wo', 'nahi', 'jo', 'hum', 'socht', 'hai', 'zindgi', 'wo', 'hai', 'jo', 'ham', 'jeetey', 'hai']",134,123,134,29,1
2318,ham,On the way to office da..,25,On the way to office da,"['On', 'the', 'way', 'to', 'office', 'da']","['On', 'way', 'office', 'da']","['on', 'way', 'offic', 'da']","['on', 'way', 'offic', 'da']",25,23,25,7,1
2319,ham,In which place do you want da.,30,In which place do you want da,"['In', 'which', 'place', 'do', 'you', 'want', 'da']","['In', 'place', 'want', 'da']","['in', 'place', 'want', 'da']","['in', 'place', 'want', 'da']",30,29,30,8,1
2320,ham,This pain couldn't have come at a worse time.,45,This pain couldnt have come at a worse time,"['This', 'pain', 'couldnt', 'have', 'come', 'at', 'a', 'worse', 'time']","['This', 'pain', 'couldnt', 'come', 'worse', 'time']","['thi', 'pain', 'couldnt', 'come', 'wors', 'time']","['thi', 'pain', 'couldnt', 'come', 'wors', 'time']",45,43,45,11,1
2321,ham,Ok...,5,Ok,['Ok'],['Ok'],['ok'],['ok'],5,2,5,2,1
2322,ham,Should I be stalking u?,23,Should I be stalking u,"['Should', 'I', 'be', 'stalking', 'u']","['Should', 'I', 'stalking', 'u']","['should', 'i', 'stalk', 'u']","['should', 'i', 'stalk', 'u']",23,22,23,6,1
2323,ham,Sorry dude. Dont know how i forgot. Even after Dan reminded me. Sorry. Hope you guys had fun.,93,Sorry dude Dont know how i forgot Even after Dan reminded me Sorry Hope you guys had fun,"['Sorry', 'dude', 'Dont', 'know', 'how', 'i', 'forgot', 'Even', 'after', 'Dan', 'reminded', 'me', 'Sorry', 'Hope', 'you', 'guys', 'had', 'fun']","['Sorry', 'dude', 'Dont', 'know', 'forgot', 'Even', 'Dan', 'reminded', 'Sorry', 'Hope', 'guys', 'fun']","['sorri', 'dude', 'dont', 'know', 'forgot', 'even', 'dan', 'remind', 'sorri', 'hope', 'guy', 'fun']","['sorri', 'dude', 'dont', 'know', 'forgot', 'even', 'dan', 'remind', 'sorri', 'hope', 'guy', 'fun']",93,88,93,23,5
2324,ham,Ok lor.,7,Ok lor,"['Ok', 'lor']","['Ok', 'lor']","['ok', 'lor']","['ok', 'lor']",7,6,7,3,1
2325,ham,Apps class varaya elaya.,24,Apps class varaya elaya,"['Apps', 'class', 'varaya', 'elaya']","['Apps', 'class', 'varaya', 'elaya']","['app', 'class', 'varaya', 'elaya']","['app', 'class', 'varaya', 'elaya']",24,23,24,5,1
